Total_Demand,RRP,Maximum_Temp,Minimum_Temp,Rainfall,Solar_Exposure
371788.38,85.54229167,22.5,17.2,0,9
402960.73,85.58041667,29.7,20.6,0,22.2
375050.32,85.675,31,20.1,0,27
283669.39,85.711875,22,9.4,0,17.2
304564.22,85.80083333,20.6,8,0,14.2
302605.06,85.97041667,20.7,12.7,0,7.6
321980.58,85.99291667,33,21.9,0.2,27.9
50584.01,86.02520833,16.6,9.9,7.6,9.1
266263.04,86.13708333,14.3,7.8,7.8,4.6
349690.48,86.15,31.8,24.5,0,15.4
220833.76,86.16375,17.7,12.2,0.1,6.6
226528.46,86.22291667,23.2,14.6,0,8.2
253526.73,86.23291667,15.1,3.8,0,14.5
61104.26,86.24666667,11.7,1.9,0,6.2
69098.49,86.27979167,16.5,10.7,6.2,11.9
407017.42,86.36229167,27.4,22,0,17.1
337323.9,86.43958333,27.6,14.5,0,15.6
60568.97,86.52854167,22.5,10.7,0,12
59679.28,86.616875,18.7,10.7,6.6,7.9
326296.12,86.65895833,34.3,23.5,0,22.1
375162.05,86.68833333,27.2,17.6,0,17.7
406970.06,86.92229167,21.2,9.7,0,13.5
60556.77,86.92708333,13.3,5.3,0,6.3
61175.48,87.04583333,10.1,3.1,3,4.4
375057.33,87.11729167,25.9,13.8,0,11.4
296531.46,87.17083333,24.7,16.2,3.4,12
60964.58,87.17166667,19.3,9.9,9.4,8.7
263478.4,87.19666667,14.3,8.9,5.2,7.6
238236.22,87.2875,21.3,9.9,0,10.2
331725.77,87.39770833,31.3,23.1,0,24.3
271733.5,87.42770833,15.9,8.6,0,6.6
381144.81,87.50104167,27.5,19.2,0,26.5
370578.01,87.56020833,24.4,17.6,2.2,6.3
323973.13,87.60625,32.8,22.5,0,27.5
327531.46,87.630625,22.1,16.6,0,12.6
52905.34,87.82,20.3,7.7,0,10.8
290661.26,87.82125,22.7,14.6,20.6,13.9
55714.35,87.82395833,21.7,13.3,2.8,23.8
246010.62,87.89729167,20.2,11.3,0,9
288578.26,87.96083333,27.2,12,0,16.2
279761.83,87.97270833,24,15.3,0,7.7
256768.28,88.0925,15.7,10.1,2.6,6.2
272986.26,88.12791667,14,11,0,5.9
222924.77,88.255,22.8,15.6,0,7.8
228481.77,88.29166667,18.5,11.1,0,8
363671.45,88.403125,25.9,17.7,0.4,20.2
53849.2,88.40916667,18,12.8,0,11.6
57128.59,88.47,23,17.9,0,22.3
57414.73,88.52458333,14.2,7.6,,4.8
49412.58,88.55916667,19.4,12.2,1,10.1
366208.57,88.69041667,34.8,24,0,27.9
57607.13,88.88729167,8.8,3.7,9.4,4.4
334151.88,88.92979167,34,20.9,4.2,18.2
457011.74,88.94208333,14.9,7.3,0,10.9
425865.77,89.08083333,18.6,7.5,0,11.5
377736.4,89.24416667,26.5,17.5,0,21.2
239404.09,89.2775,26.9,17.7,0,14.6
383074.79,89.28166667,16.4,12.2,17,8
333685.41,89.281875,32.2,21.5,0,21
298693.45,89.35541667,23.2,8.4,0,14.8
270679.64,89.44375,13.7,9.7,0,3.6
58451.94,89.60666667,17.5,7.2,0,7.3
435978.32,89.80083333,28,22.3,0,17.3
48675.62,89.85541667,14.4,10.9,0,8.7
429848.02,90.0075,20.3,7.3,0,11.4
58825.07,90.02333333,18.5,8.3,0,5
247701.72,90.076875,14.2,10.2,8.6,2.8
60976.67,90.19166667,15.9,11.4,1.2,8.1
329339.47,90.24708333,32.2,20.8,0,22.2
427310.13,90.48416667,30.2,22.4,0,21.3
452944.61,90.53395833,15.9,5.9,0,9.3
237849.53,90.66916667,20.2,13.8,0,4.4
59594.6,90.68125,13.7,5.5,6.2,4.3
57674.5,90.74395833,12,8.1,6,4.8
47034.07,90.8275,16.3,11.3,4.2,15.5
237466.84,90.83666667,19.6,12,0.6,3.1
387151.66,90.900625,23.5,12.7,0,12.2
394532.84,90.93041667,29.5,18.1,0,22.2
410439.76,90.95041667,23.5,6.8,0,13.9
323772.21,90.97333333,30.5,21.8,8.2,17.5
58187.18,90.983125,12.3,5.8,1.2,6.3
64823.7,91.045,13.7,2.4,0,8.4
366328.14,91.05375,23.4,14.5,0.1,11.1
378827.41,91.121875,22.1,14.7,0,12
51933.21,91.13145833,12.7,7.4,1.6,5.1
386271.52,91.18291667,18.8,8.3,0,10.7
64403.72,91.22125,18.5,7.9,0,12.1
56162.85,91.26645833,17.1,9.4,0.1,5.7
379041.57,91.395625,24.6,12.1,0,12.5
402789,91.47145833,29.1,21.6,0,22
427047.46,91.48416667,21.6,8.5,0,11.9
57761.88,91.58479167,13.2,5.7,0.1,6.7
66376.82,91.61895833,18.4,7,0,12.3
54655.34,91.820625,,10.2,0.1,6.5
393001.18,91.91416667,29.9,17.2,0,28
297810.13,91.924375,29.1,18.4,0,20.4
411445.42,91.96166667,36.1,21.3,0,11.1
202239.67,92.1175,18.5,9.4,2,8
51488.94,92.18145833,20,14.6,0.8,11.2
293347.77,92.23333333,19.7,13.6,0,7.5
325021.65,92.23541667,30,21.8,17.2,19.6
62450.43,92.25,14.5,5.5,3.4,6.6
61958.91,92.31833333,16.9,13.6,1.2,7.2
387004.43,92.390625,22.7,19.2,4.8,4.1
62913.64,92.46875,32.3,22.6,0,14.1
56633.91,92.55083333,27.6,12.5,0,21.4
58326.39,92.56208333,20.1,8.3,0,14.7
232636.87,92.65979167,18.7,7.4,0,11.7
52132.95,92.789375,21.1,11.7,2,12.7
383777.13,92.79541667,25,19,11.5,16.8
210238.96,92.823125,25.6,12.2,0,20.1
416095.11,92.84770833,18.8,10.1,0,11.5
366860.38,92.90520833,25.3,15.4,0,15.5
386451.74,93.014375,21.7,9.6,0,13.2
56827.62,93.04708333,21.8,10.1,0,14.8
358637.04,93.07875,33.5,25.2,0,21.3
69790.96,93.13645833,14.5,7.3,0.2,8.9
53150.3,93.16979167,22.2,15.5,0,17.4
351117.64,93.23270833,29.3,18,3,17.6
67274.83,93.24479167,15.5,6.9,0,11.1
362491.09,93.27854167,23.8,14.3,0,14.2
266410.36,93.28625,14.6,8.9,0,9.9
356386.11,93.31083333,31.8,25.4,0,20.5
257109.21,93.38708333,12.5,5.2,4.8,6.6
266009.46,93.43625,13.9,6.7,12.6,9.6
243917.38,93.45270833,15.3,9.8,8,8.7
217680.36,93.468125,20.3,12.3,0,15.9
61575.62,93.48791667,12.8,3.2,0,6.3
329828.7,93.49333333,30.4,22.8,2.6,18.5
58297.11,93.65333333,17.7,7.5,0,8.5
331225.94,93.68104167,34.8,22.1,0,22.8
348136.84,93.72395833,31.5,23.6,0,23.9
384665.35,93.79291667,25.3,18.6,0,25.3
423506.5,93.91458333,15.7,11.6,7.4,6.2
322464.92,93.916875,34,19.1,18.8,23.6
62075.48,93.92645833,19,5.7,0,13.3
436376.9,93.975,32.3,21,0,26.7
61660.95,93.98979167,12.8,3.2,0,6.9
320696,94.05395833,31.3,21.1,3,22.6
253868.48,94.15916667,18.6,6.5,0,10.7
63030.9,94.21708333,12,4.4,0,5.6
57768.8,94.23854167,17,5.9,0,7.4
43938.73,94.27416667,23.3,12.4,0,12.9
348924.15,94.32791667,32.1,23.3,0,17.9
386144.48,94.35895833,22,11.4,0,12.4
200493.02,94.50333333,17.6,13.7,1,6
213709.87,94.60166667,24.7,13.9,0,20
242056.65,94.62666667,12.9,4.8,6.8,11.4
367021.54,94.74208333,23.1,16.5,0.2,10.3
77254.77,94.82,15.6,6.5,0,7.2
66591.45,94.913125,18,6.9,0,11.6
71089.82,95.195,14,9.8,4.2,10.3
221031.2,95.29708333,23.1,7.9,,11.7
76171.38,95.345,16.7,6.4,0,9.5
59435.42,95.35583333,27.2,18.9,0,27.5
352111.9,95.36375,21,8.7,0,15.9
60654.93,95.43291667,12.7,3.9,0,5.5
56941.01,95.46583333,25.6,18.5,0,15.5
62087.71,95.48,31.8,13.2,0,25.7
259562.31,95.545625,16.9,10.6,0.4,6.3
64843.4,95.55,11.4,3.7,0,7.6
57241.01,95.60791667,25.1,9.6,0,21.8
69752.15,95.65833333,19.1,4.8,0,10.5
65520.95,95.68916667,17.9,6.7,0,12.2
274655.4,95.69333333,13.7,8.2,0,7.5
377264.35,95.72354167,26.3,18.6,8.2,14.4
48501.56,95.78020833,16.5,7.8,0.1,12.2
275844.44,96.32125,13.7,8,0.2,5.2
60670.24,96.33541667,17,7.9,0,6
56101.37,96.38604167,19.7,10.4,0,8.3
56411.62,96.42041667,26,19.7,0,11.9
282738.99,96.50208333,22.3,14.4,0,10.4
61485.71,96.62729167,11.2,1.2,0.4,6.9
234562.26,96.77,30,22.1,0,12.8
218295.3,96.94333333,31.3,19.9,5,13.6
254778.97,96.95104167,16.1,10.5,0,9.8
267738.28,96.968125,14.3,8.5,2.4,5.7
60830.13,97.14291667,26.6,14.1,0,21.7
51594.45,97.2025,22.1,8.5,0,10
77378.19,97.28645833,13.7,9.5,0,9
277714.27,97.315,13.3,6.7,7.6,5.8
341935.56,97.32104167,33.7,20.4,0,27.7
369223,97.35708333,23.2,17.5,9.2,10
44988.9,97.395,25,12.3,0.4,13.2
222969.46,97.43666667,28.5,14.4,0,15.3
65380.54,97.436875,9.2,2,0,6.2
252529.55,97.50354167,15.8,12,0,8
59057.51,97.50895833,17.3,11.4,8,8.5
230785.75,97.52666667,30.3,17.1,0,14.4
208453.66,97.5325,29.3,16.5,1.2,16.9
228171.29,97.69645833,27.5,14.4,0,18.6
50631.86,97.70958333,15.3,9.1,0,4.9
68969.65,97.76895833,15.2,4.6,1.8,8.8
361682.84,97.77604167,30.4,20.6,0.8,17.9
275302.27,97.83854167,13.8,5.8,0,8.6
59158.7,97.98145833,16,4.1,0,8.4
336825.09,98.00395833,30.4,22.9,0,17
60027.84,98.055,20.6,13.2,1.6,14.8
234487.26,98.27,18.7,6.7,0.1,9.3
377170.46,98.45104167,34.7,17.7,0,17.4
397805.54,98.62208333,28.3,19.7,8.9,16.2
254614.52,98.64833333,16,11,6.2,8.2
57517.7,98.72729167,18.1,7.5,0.6,5.2
59362.54,98.77416667,23.2,14.3,0,11.8
433267.31,98.95895833,19.6,7.8,0,14.8
58714.85,98.975,23.1,19.3,0,23.1
50524.86,99.054375,19.3,12.2,2,9.1
58259.39,99.17229167,29.6,18.1,0,7.2
264203.72,99.42229167,15.7,7.5,1.4,9.6
426133.57,99.44666667,15.8,8.4,0.2,10.6
71633.64,99.481875,15.9,8.9,0,6
393931.12,99.53708333,16,11.9,24.2,5.6
71993.84,99.62395833,15.3,7.3,0.2,7.9
48348.32,99.70333333,16.1,7.8,1.4,11
55059.83,99.709375,13.6,9.2,0,5.7
67947.44,99.88895833,12.8,11.3,6.4,3.9
288133.59,99.930625,22.9,7.6,0,12.6
63139.82,100.04875,23.7,18.7,0,16.6
356012.16,100.1575,33.9,23.5,0,27.5
389681.02,100.2497917,23,18.4,7.4,3.3
60776.28,100.3935417,10.2,6.6,6.4,6
60377.31,100.39625,12.4,7.4,0.1,9.3
221804.37,100.3995833,20.7,11.8,0.2,9
75412.94,100.5722917,13.9,4.4,0,8.7
58438,100.655625,14.2,5,0,4.2
354534.53,100.793125,22.1,14.4,0,14.7
77669.48,100.795,13.3,5,0.2,8.1
434489.73,100.8447917,33,22.7,0,20.4
55688.26,100.9104167,14.7,7.8,0,4.9
62693.82,101.01,16.3,10.3,5.4,7.1
63339.82,101.3383333,22.5,10.5,0,10.8
416317.55,101.375,27.3,,0,22.5
58627.72,101.4725,15.6,3.3,0.1,10.9
69974.32,101.5204167,14.9,6.5,0,7.5
222358.25,101.5291667,22.2,11.7,0,18.7
59151.7,101.58875,24.7,15.7,0,21.2
204459.29,101.61625,20.1,16.5,0,12.4
381046.77,101.9079167,34.3,23.8,0.8,26.5
207232.29,101.9222917,16.4,13,0.4,8.2
229039.73,102.0870833,22.1,9.7,1.4,21.2
225896.8,102.1735417,20.2,17.1,4.2,6.2
365552.25,102.3289583,22,14.1,0,9.3
219803.52,102.349375,21.2,15.5,0,23.9
55979.58,102.3854167,20.4,17.4,0,16.4
46560.28,102.3866667,26,16.2,0,14.2
64874.74,102.396875,10.8,4.6,0.2,5.5
242195.69,102.6691667,15.2,9,3.6,6.4
86345.35,102.71625,11.8,-0.2,0,6.5
44933.29,102.7247917,17.4,13.1,1,10.1
211338.09,102.7941667,25.6,14.2,0,19.2
233990.13,103.0416667,23.6,18,0,16.9
66839.94,103.0691667,28.2,17.9,0,17.5
243533.54,103.1339583,20.4,11.1,0.4,6.9
57867.12,103.2320833,11.3,6.6,8.2,6.1
53021.97,103.2458333,29.5,14.5,0,29.2
60244.72,103.2552083,19.2,13.4,3.2,10.3
278703.12,103.2622917,18,4.6,0,9.2
429068.77,103.31,16.4,9.1,0.4,13.9
393142.64,103.3375,20.2,10,0.4,16
60169.78,103.34375,13.1,4.4,0.8,9.8
221063.2,103.4227083,20.2,13.7,0,21.4
51333.99,103.4685417,20.5,8.7,0,14.6
380481.36,103.6491667,19.6,10.2,0,9
251304.11,104.0397917,15.8,10,0.2,10.7
223998.08,104.1670833,16.3,11.1,2.2,13.9
58592.26,104.2035417,18.4,11.3,5.8,10.5
50203.86,104.4904167,26.6,12.1,0,5.1
49129.85,104.5658333,21.8,10.3,0.2,19.5
64510.03,104.6447917,14.2,2.1,0,7
71194.85,104.7560417,28.5,17,0,20.1
58160.42,104.855625,17.5,10,0,7.3
378908.95,104.8941667,26.5,19.7,7.8,13.4
259945.83,104.9445833,17.9,6.3,1.4,8.6
46629.83,104.9966667,19.5,8,0.6,22.5
271267.78,105.040625,12.7,9.7,0.6,7.4
63105.59,105.1529167,11.4,3.1,0.4,7.3
57127.2,105.2127083,28.6,13.4,0,21.2
358123.79,105.305625,21,12.9,0,11.2
64885.13,105.474375,15.8,9.8,0,9.9
55020.1,105.5372917,16.1,5.9,0,4.6
46649.16,105.678125,23.5,16.1,3.6,19.9
56851.93,105.7514583,18.5,13.1,0,12.3
58708.08,105.795,13.1,10.4,0,5.9
63475.8,105.8854167,17.4,11.4,12.8,8.6
71513.14,105.9791667,14.9,2.7,0,16.2
395255.21,105.9810417,18.3,9.5,0,7.9
234562.4,106.0202083,26.8,11.3,0,10.2
64279.57,106.1129167,13.3,3.9,0,10.9
236173.86,106.1283333,14.5,11,0.2,6.7
57828.05,106.2083333,22.7,16.8,0,23.2
277716.09,106.3014583,12.5,7.9,1,8.7
270875.7,106.5527083,12,8.2,17.4,3.8
215310.16,106.7697917,23.2,12.3,0,24.2
233622.78,106.8470833,16.7,8.6,0,7.5
234654.99,106.851875,23.1,18.1,0,21.1
423437.28,106.865,30.4,22.4,0,24
227846.32,106.9079167,27.9,11.6,0,17.8
435035.3,106.933125,17,7.3,0,14.7
57898.88,106.9954167,16.5,9.7,0,10.4
336725.27,107.0666667,32.3,23.4,0,18.7
48276.36,107.0952083,19.7,10.2,0.2,2.3
295510.37,107.1614583,22,14,4,13.9
209541.41,107.2964583,16.3,11.3,2.2,6.5
243908.77,107.4529167,28.2,16.5,0,18.9
48303.83,107.75375,28.7,15.8,0,8.9
216941.85,107.850625,29,15,0,20
300617.34,107.921875,18.1,13.5,2.2,5.3
61170.59,108.0995833,19.4,5.6,0,13.2
238337.92,108.1410417,22.7,20,0,9.3
61511.55,108.24125,26.7,14.9,0,23.7
50942.97,108.265,25.7,15.6,1,13.6
227960.6,108.7020833,12.9,6.5,1.2,13.9
55743.05,109.0685417,18.7,7.9,0,9.5
265883.54,109.195625,13.9,9.9,2,6.4
72195.73,109.546875,14.8,7.4,0,7.8
256611.28,109.7404167,28.6,18.7,0,15.3
241306.87,109.8410417,14.6,11.7,2.2,5.8
71750.07,109.883125,15,1.8,0,9.5
67073.39,109.9989583,27.1,14.6,0,19.6
237603.68,110.0454167,17.4,10.3,5.6,7.3
217944.61,110.0914583,23.2,13.5,0,20.8
265658.58,110.161875,11.8,6.8,1.8,7.3
197360,110.606875,22.5,11.8,0,14.4
46617.85,110.8389583,22,8.6,0,11.8
244006.67,110.860625,16.2,9.7,0.6,5.3
445942.62,110.9258333,31.3,23.6,0,28.6
385298.45,110.9502083,26,19.4,6.8,14.8
52705.29,110.998125,18.2,9,6.2,11.1
243070.97,111.058125,16.7,11.7,0.2,8.5
417977.66,111.4552083,18.8,12.4,0.1,8.2
66010.34,111.4902083,19.5,6.5,0,11.6
58305.44,111.4908333,23.3,9.1,0,14
66965.17,111.5070833,25.4,15.4,0,20.9
403063.42,111.6689583,31.2,21,0.1,29.2
66396.34,111.8972917,31.6,20.2,0,16.9
57596.3,112.0441667,22.2,12.1,0.2,26
60001.22,112.0570833,23.2,14.5,0,21.7
246581.67,112.059375,23.4,16.9,0,12.7
65988.01,112.069375,11.7,5.1,2,4.6
50425.31,112.15875,25.2,11,0,16
228389.91,112.1958333,27.4,12.9,0,10.9
217087.27,112.221875,23.1,12.5,0,9
230377.52,112.3833333,24.7,9.4,0,10.9
68151.55,112.4014583,16.2,5.8,0.8,10.9
61738.33,112.4208333,15.7,6.8,0,12.6
67546.38,112.4641667,9.9,-0.2,0,5.9
73860.49,112.6170833,13.2,11.2,1.6,6.5
59107.33,112.63625,26,12.9,0,27
220470.67,113.1279167,20.4,14,0,16.2
244031.18,113.3491667,22.3,10.7,0,10.3
52143.18,113.4347917,19.8,7,0,16.4
437647.65,113.461875,30.6,22.3,3.2,27.8
226615.19,113.4679167,21.7,11.1,0,17.8
227820.92,113.5554167,22.8,14.8,0,23.1
248362.81,113.5602083,24.3,18.2,0,12.5
46795.33,113.5714583,19.3,14.3,0.8,4.7
71956.15,113.6264583,16.8,2.4,0,10.5
60246.03,113.7135417,27.3,10.6,0,18.2
65133.79,113.8910417,26.3,11.4,0,6.9
285110.21,114.0454167,10.1,7.8,2.2,7.3
246228.23,114.2614583,22.3,17.9,0,21
49076.55,114.339375,17.7,12.6,0.1,12.7
227527.67,114.3629167,21.9,13.3,0,13.9
293713.6,114.3739583,16,4.2,0,9
50022.06,114.6085417,20.9,11.9,10.2,11.7
250544.54,114.7325,25.7,12.9,0,24
65159.79,114.919375,19.5,11.1,0,14
70202.51,115.224375,10,1.8,0,6.9
46797.22,115.2414583,22.2,16.3,0.4,13.5
57163.08,115.3352083,23.6,12.8,0,6.6
48057.34,115.5972917,17.7,11.5,1.6,12
408618.3,115.639375,16.2,10.4,1.5,4.9
70550.1,115.768125,13.6,9,0,6.8
208845.58,115.87375,24.2,12.6,0,28.8
61793.11,115.8929167,28.8,11.9,0,18.5
403741.15,115.9191667,15.8,11.9,13.8,11.1
66584.05,116.2127083,12.4,1.1,0.2,6.4
45790.51,116.734375,23.3,14.9,0,6.6
79752.28,116.87875,13.1,6.4,1.2,5.9
49068.46,117.1435417,18.6,8.8,0,7.9
53054.88,117.186875,25.2,11.8,0,11.2
53572.97,117.7902083,16.4,10.4,0.6,10.2
50023.07,117.936875,21,10.2,0,11.6
252147.06,118.0308333,24.3,18,0,15.5
61394.28,118.0629167,21.3,11.9,0.8,18.1
292530.23,118.1447917,36.3,22.3,0,23.4
75155.41,118.1514583,16.8,6.3,0,10.5
61891.49,118.155,23,15.4,0,19.3
229854.41,118.4291667,25.9,7.4,0,16.6
52642.77,118.635625,21.4,6.9,0,14.1
405019.5,118.6552083,15.8,12.3,5,6.4
236615.05,118.8472917,18.1,11.5,,8.4
61702.4,119.3625,23.8,10.7,0,19
61841.95,119.5977083,23.3,9.8,0,21.8
64919.3,119.858125,32.3,15.1,0,17.4
62947.5,120.3091667,25.7,13.7,0,13.2
291614.5,120.49,17,3.5,0,8.9
64054.39,120.6275,10.6,6.7,1.2,4.2
267607.97,120.6991667,15,6.8,0,7.2
239867.4,120.7179167,13.9,10,0.2,6.2
54097.17,120.889375,17.3,7.2,0.1,13.7
241717.96,120.89,15.8,10.7,1.8,4.8
229481.04,120.89125,18.6,11.9,0.4,15.1
46147.93,121.025625,23.8,13,0,16.2
48273.99,121.0608333,14.5,13.5,1.4,9
53487.25,121.268125,17.3,5.6,0,14.7
53119.43,121.45125,18.3,7.1,0,13.1
61206,121.4627083,20.6,9.3,0,16.3
53005.71,121.669375,16.9,10.6,3.5,5.3
52340.58,121.67,21.9,7.8,,12.7
269362.87,121.8089583,13.8,9.1,0.4,6.7
289008.66,121.940625,12.6,6.5,4.4,8.5
72703.68,121.9914583,13.3,0.3,0,10.5
211927.11,122.15625,20.7,10.5,0,10
50301.5,122.334375,17.9,11,0,9
58262.05,122.3835417,24.7,10.2,0,16.5
84500.51,122.883125,35.7,19.3,0,24.9
240700.43,123.1395833,13.1,9.2,1.2,7.2
431137.37,123.1583333,15,9.9,0.8,4.4
50318.61,123.1710417,16,7.3,0.5,11.1
50111.25,123.3433333,19.8,12.3,0,11.4
55674.37,123.488125,22.2,7,0,13.1
306947.65,123.8075,22.4,10.7,0,10.8
261929.77,124.5602083,15.3,4.2,0,12.9
48888.63,124.7070833,21.6,12.7,0,22.4
267050.64,124.903125,9.6,3.6,0,5.9
247988.6,124.96625,23.4,19.3,0,11.1
49042.87,125.019375,22.3,12.9,0,14.7
79626.9,125.07125,15.9,4.2,0,8
52766.03,125.1995833,20.3,8.3,3.8,15.2
225571.56,125.6045833,20.8,12.1,0,20.6
61502.23,125.735,14.7,3.3,0,3.7
55436.28,125.799375,18.9,6.6,0,13.1
66246.77,125.8158333,12.1,3.7,0.1,4.7
233781.22,125.9029167,17.3,11.3,0,14.4
69171.76,126.015625,14.9,4.1,0,14.2
49436.31,126.24125,21.6,12.4,0,14.7
49283.98,126.3483333,23.5,12.1,3.2,10.9
272630.76,126.3629167,14.1,9.3,0.6,7.5
49751.74,126.4547917,21.5,13.2,0,18.4
93420.28,126.6327083,39.3,27.9,0,24.1
212934.47,126.905625,23.2,16.1,0,24.2
48344.6,127.2322917,27.6,12.5,0,12.1
229697.54,127.47125,24.9,6.7,0,15.3
60839.41,127.87875,20.6,14.7,0.2,18.2
266953.21,128.3922917,34.2,18,0,24.4
59395.26,128.8325,12.8,7,0,2.2
48650.91,129.11125,24.7,17.8,0,21.1
48942.07,129.1833333,19.1,13.1,1.8,7.5
233634.86,129.8414583,17.1,13,0.2,6.6
46026.15,129.921875,19.8,8.3,0,21
268466.69,129.9925,13,6.1,7.4,13.2
51403.8,130.030625,17.6,16.3,0,3.1
87118.19,130.921875,35.5,20.7,0,24.8
50494.82,130.9866667,21.4,12.6,0,12.4
62789.63,131.0520833,12.8,1.8,0,9.2
68793.12,131.4808333,26,15.5,0,20.6
273057.62,132.5179167,24.6,19,0,21.8
91691.12,133.7439583,35,20.5,0,24.7
58413.93,133.8977083,26.8,13.9,0,26.8
50450.79,134.0152083,21,13.9,0,10.7
54988.8,134.2164583,15.9,6,0,14.4
275321.88,134.2997917,13.4,8.3,0,5
71771.16,134.5591667,13.4,3,0,14.8
280995.63,134.7466667,34.7,18.5,0,22.8
265408.73,134.8370833,14.4,5.3,0,14.7
264006.88,135.3325,16.6,11.7,0,8
304746.85,135.6627083,22.3,11,0,13.5
50621.84,135.919375,26.3,12,0,18.2
429584.57,136.3197917,17.1,10.6,3.6,3.8
44558.96,136.3302083,24.3,9.1,0,23.3
80288.24,136.625625,13,8.4,0,7.7
49795.01,136.9304167,35.2,12.9,0,19.8
47382.75,136.9520833,24.9,17.7,0,5.7
63594.99,137.3879167,11.3,4.4,0.2,5
49940.1,137.5383333,16.8,12.6,0,23.2
72669.11,137.77125,28.1,19.3,0.2,26.2
50914.58,138.1827083,22.2,12,0,18.1
458062.86,138.6747917,31.7,21.9,0,25.2
76437.28,138.6816667,13.6,5.8,0,8.1
54458.88,139.0158333,22.1,9.4,0,16.8
305895.42,139.12,22.4,10.9,0,13.8
297219.19,139.4202083,11.3,6.4,1.8,6.4
71687.13,140.291875,28.8,17.5,0,21.4
59508,142.1389583,16.6,6.1,0.1,10.8
78647.39,142.14375,14,5.4,0,8.1
272298.25,142.2108333,12.9,8.4,4,7.9
81446.09,142.3020833,12.3,3.5,0.4,8.5
49764.88,143.2785417,27.4,14.6,0.4,15.4
69417.17,143.2797917,29.3,18.5,0.2,28.1
50910.28,143.4641667,22,16,0.7,9.6
283187.09,143.7385417,28.3,20.7,11.2,25.1
277195.38,144.0810417,36,25.1,0,14.4
74258.6,144.1791667,31.7,20.5,0,16.8
300944.51,145.1458333,36.8,16.3,0,23.4
49251.97,145.7422917,21.8,11.3,0,18.7
280551.66,145.8879167,12.5,3,,11.3
53086.93,145.9341667,19,11.7,0,17.8
450513.89,146.3045833,14.4,9.3,11.8,7.8
82462.96,146.3697917,12.9,6.1,0,6.9
47712.9,147.245625,39.1,19.8,0,21.9
75672.67,149.3620833,14.7,8.6,0,9.7
275689.63,150.095,13,8.6,0,5.7
289474.24,150.435625,11.9,6.6,1.2,7
60197.28,150.4908333,10.8,5.3,0,2.4
436577.87,151.9433333,18.1,6.6,12.6,11.2
273366.8,153.32,12,6.3,14.4,9.9
54666.06,153.3327083,18.3,10.2,0,4.4
431891.62,153.7364583,15.5,10.7,50.8,5.4
269943.55,155.5120833,14.8,10.2,0,7.9
92956.79,157.6591667,33.7,19.8,0,23.9
48017.82,157.865625,18.1,13.5,0,3.5
53770.76,158.9577083,19.9,9.5,0.1,25.6
306633.43,159.3054167,17.2,9.8,0,14.2
82014.01,159.5279167,13.8,4.5,0,8.7
460948.34,161.2020833,14.2,7.2,19.2,4.2
49256.84,163.1970833,22.4,14.7,0,26
45302.27,164.4191667,17.8,15.6,3,14.5
51350.03,164.5660417,29.7,17.2,25,15
74707.97,165.9766667,33,20.8,0,26.7
263742.16,173.8833333,15.3,2.3,0,15.6
49955.11,175.1214583,25,14.7,0,15.5
266575.17,180.3083333,38.2,19.1,0,26.1
50491.42,183.8641667,27.3,11,0,23.2
52496.06,191.3389583,27.1,16,0,24.9
50072.71,202.0452083,22.1,11,0,18.5
79532.4,206.3952083,12.8,2.1,0,11.2
249498.13,223.3739583,34.4,15,0,27.5
70291.95,232.8425,36.8,13.1,0,29
282948.53,248.713125,13.1,8.8,0,7
